2020-01-26,2339087,DreamEaters,EXTREMUM,3,Train,Overpass,0.0,Vertigo,Dust2,0.0,Nuke,Mirage,Inferno
2020-01-25,2338974,Heroic,North,3,Dust2,Vertigo,0.0,Inferno,Mirage,0.0,Nuke,Overpass,Train
2020-01-25,2339115,AGF,Copenhagen Flames,3,Vertigo,Inferno,0.0,Dust2,Mirage,0.0,Train,Nuke,Overpass
2020-01-25,2338973,Cloud9,Renegades,3,Mirage,Nuke,0.0,Vertigo,Train,0.0,Inferno,Dust2,Overpass
2020-01-25,2338972,Sprout,Heroic,3,Overpass,Train,0.0,Dust2,Vertigo,0.0,Inferno,Nuke,Mirage
2020-01-25,2339110,GamerLegion,Na`Vi Junior,3,Vertigo,Train,0.0,Nuke,Mirage,0.0,Overpass,Dust2,Inferno
2020-01-25,2338971,Cloud9,Virtus.pro,3,Mirage,Train,0.0,Nuke,Inferno,0.0,Overpass,Dust2,Vertigo
2020-01-24,2338967,Renegades,Cloud9,1,Vertigo,Inferno,Train,Nuke,Mirage,Dust2,0.0,0.0,Overpass
2020-01-24,2339075,INTZ,Riot Squad,3,Dust2,Overpass,0.0,Vertigo,Train,0.0,Mirage,Inferno,Nuke
2020-01-24,2338966,North,Sprout,1,Mirage,Inferno,Train,Nuke,Overpass,Vertigo,0.0,0.0,Dust2
2020-01-24,2338965,Virtus.pro,BIG,1,Nuke,Overpass,Mirage,Train,Dust2,Vertigo,0.0,0.0,Inferno
2020-01-24,2338968,Heroic,MAD Lions,1,Train,Mirage,Vertigo,Inferno,Nuke,Overpass,0.0,0.0,Dust2
2020-01-24,2339089,Na`Vi Junior,AUGUST,3,Nuke,Train,0.0,Vertigo,Overpass,0.0,Dust2,Mirage,Inferno
2020-01-24,2339091,Nemiga,Espada,3,Train,Dust2,0.0,Vertigo,Mirage,0.0,Nuke,Overpass,Inferno
2020-01-24,2338970,North,MAD Lions,1,Train,Overpass,Vertigo,Inferno,Nuke,Dust2,0.0,0.0,Mirage
2020-01-24,2338969,Renegades,BIG,1,Vertigo,Mirage,Inferno,Overpass,Dust2,Train,0.0,0.0,Nuke
2020-01-23,2339082,ex-Genuine,TRIDENT,1,Overpass,Dust2,Train,Inferno,Nuke,Vertigo,0.0,0.0,Mirage
2020-01-23,2338931,FURY,Airborne,1,Vertigo,Mirage,Overpass,Train,Nuke,Dust2,0.0,0.0,Inferno
2020-01-23,2339080,ROCK CANDY,Formidable,1,Inferno,Vertigo,Train,Dust2,Mirage,Nuke,0.0,0.0,Overpass
2020-01-23,2339088,ROCK CANDY,ex-Bizarre,1,Train,Vertigo,Nuke,Dust2,Inferno,Overpass,0.0,0.0,Mirage
2020-01-23,2339084,HAVU,AUGUST,3,Mirage,Overpass,0.0,Vertigo,Dust2,0.0,Nuke,Inferno,Train
2020-01-23,2339044,DreamEaters,Wisla Krakow,3,Train,Overpass,0.0,Vertigo,Nuke,0.0,Dust2,Mirage,Inferno
2020-01-23,2339085,SKADE,Tricked,3,Vertigo,Mirage,0.0,Overpass,Dust2,0.0,Inferno,Nuke,Train
2020-01-23,2339063,forZe,Copenhagen Flames,3,Vertigo,Mirage,0.0,Dust2,Train,0.0,Inferno,Overpass,Nuke
2020-01-22,2339068,Incept,Ground Zero,1,Train,Nuke,Mirage,Vertigo,Overpass,Dust2,0.0,0.0,Inferno
2020-01-22,2339065,ex-Genuine,Esper,1,Overpass,Dust2,Inferno,Vertigo,Train,Nuke,0.0,0.0,Mirage
2020-01-22,2339066,Esper,Ground Zero,1,Vertigo,Dust2,Overpass,Train,Nuke,Inferno,0.0,0.0,Mirage
2020-01-22,2339067,PC419,FURY,1,Overpass,Train,Nuke,Mirage,Vertigo,Inferno,0.0,0.0,Dust2
2020-01-22,2339058,madlikewizards,Paradox,1,Vertigo,Train,Nuke,Dust2,Overpass,Inferno,0.0,0.0,Mirage
2020-01-22,2339079,madlikewizards,Formidable,1,Vertigo,Train,Nuke,Mirage,Dust2,Overpass,0.0,0.0,Inferno
2020-01-22,2339071,GamerLegion,Tricked,3,Vertigo,Train,0.0,Overpass,Dust2,0.0,Mirage,Nuke,Inferno
2020-01-22,2339072,ALTERNATE aTTaX,SKADE,3,Mirage,Nuke,0.0,Vertigo,Dust2,0.0,Train,Inferno,Overpass
2020-01-22,2338984,AUGUST,Na`Vi Junior,3,Vertigo,Inferno,0.0,Nuke,Overpass,0.0,Train,Dust2,Mirage
2020-01-22,2338990,Sprout,HAVU,3,Train,Overpass,0.0,Vertigo,Mirage,0.0,Inferno,Nuke,Dust2
2020-01-22,2338991,EXTREMUM,Hard Legion,3,Overpass,Vertigo,0.0,Nuke,Train,0.0,Mirage,Inferno,Dust2
2020-01-22,2339054,Nemiga,SKADE,3,Train,Overpass,0.0,Vertigo,Dust2,0.0,Nuke,Mirage,Inferno
